,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,City,Population
687,FDU32,8.785,Low Fat,0.0,Fruits and Vegetables,123.0414,10,1998,Small,Tier 3,Grocery Store,121.8414,Waterloo,104986
688,FDG09,20.6,Regular,0.04792722,Fruits and Vegetables,185.9556,35,2004,Small,Tier 2,Supermarket Type1,4318.3788,Ottawa,1323783
689,FDE39,7.89,Low Fat,0.036207786,Dairy,121.0782,45,2002,Small,Tier 1,Supermarket Type1,3456.1678,Kingston,123798
690,FDU56,16.85,Low Fat,0.044377096,Fruits and Vegetables,185.8266,13,1987,High,Tier 2,Supermarket Type1,1659.8394,Brampton,593638
691,NCH55,16.35,Low Fat,0.034742632,Household,127.402,45,2002,Small,Tier 1,Supermarket Type1,759.012,Kingston,123798
692,FDX33,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.116915909,Snack Foods,159.4578,27,1985,Medium,Tier 1,Supermarket Type3,4974.1918,Toronto,2731571
693,FDR24,17.35,Regular,0.062979148,Baking Goods,87.98299999999999,45,2002,Small,Tier 1,Supermarket Type1,1707.777,Kingston,123798
694,FDC33,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.068604503,Fruits and Vegetables,197.3768,27,1985,Medium,Tier 1,Supermarket Type3,7488.9184,Toronto,2731571
695,NCV54,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.03294861,Household,116.8124,27,1985,Medium,Tier 1,Supermarket Type3,2488.7604,Toronto,2731571
696,NCQ02,12.6,Low Fat,0.007450258,Household,186.7556,13,1987,High,Tier 2,Supermarket Type1,2816.3340000000003,Brampton,593638
697,NCU17,5.32,Low Fat,0.09302771800000001,Health and Hygiene,101.4674,49,1999,Medium,Tier 1,Supermarket Type1,2954.1546,Hamilton,747545
698,NCZ06,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.164864915,Household,255.2698,19,1985,Small,Tier 2,Grocery Store,761.0094,Barrie,197059
699,FDV37,13.0,Regular,0.083498083,Canned,199.4426,35,2004,Small,Tier 2,Supermarket Type1,593.2278,Ottawa,1323783
700,DRH25,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.014522363,Soft Drinks,50.2324,27,1985,Medium,Tier 1,Supermarket Type3,1298.31,Toronto,2731571
701,NCI43,19.85,Low Fat,0.025963795,Household,46.3376,35,2004,Small,Tier 2,Supermarket Type1,1150.5024,Ottawa,1323783
702,NCQ53,17.6,Low Fat,0.019012262,Health and Hygiene,237.15900000000002,17,2007,Small,Tier 2,Supermarket Type1,3072.667,Windsor,329144
703,NCT18,14.6,Low Fat,0.059393919,Household,181.7976,35,2004,Small,Tier 2,Supermarket Type1,3259.7568,Ottawa,1323783
704,FDF14,7.55,Low Fat,0.027212057999999997,Canned,152.734,49,1999,Medium,Tier 1,Supermarket Type1,2756.4120000000003,Hamilton,747545
705,FDM14,13.8,Low Fat,0.013263968000000001,Canned,106.9254,46,1997,Small,Tier 1,Supermarket Type1,2930.1858,London,383822
706,FDX57,17.25,Regular,0.079113947,Snack Foods,99.2068,10,1998,Small,Tier 3,Grocery Store,97.2068,Waterloo,104986
707,NCV05,10.1,Low Fat,0.03020851,Health and Hygiene,153.1656,46,1997,Small,Tier 1,Supermarket Type1,1544.656,London,383822
708,FDX39,14.3,Regular,0.049634817000000005,Meat,212.5586,13,1987,High,Tier 2,Supermarket Type1,3165.8790000000004,Brampton,593638
709,FDA23,9.8,Low Fat,0.047187038,Baking Goods,100.6016,46,1997,Small,Tier 1,Supermarket Type1,1619.2256,London,383822
710,NCV06,11.3,Low Fat,0.066681333,Household,194.4478,46,1997,Small,Tier 1,Supermarket Type1,387.4956,London,383822
711,NCE31,7.67,Low Fat,0.185218446,Household,36.3216,45,2002,Small,Tier 1,Supermarket Type1,415.4592,Kingston,123798
712,DRI39,13.8,Low Fat,0.162462044,Dairy,55.893,10,1998,Small,Tier 3,Grocery Store,226.372,Waterloo,104986
713,FDH21,10.395,Low Fat,0.031273559,Seafood,160.0604,49,1999,Medium,Tier 1,Supermarket Type1,1267.6832,Hamilton,747545
714,FDR26,20.7,Low Fat,0.042836778,Dairy,175.8028,46,1997,Small,Tier 1,Supermarket Type1,1593.9252,London,383822
715,FDA14,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.11412741800000001,Dairy,147.17600000000002,19,1985,Small,Tier 2,Grocery Store,585.904,Barrie,197059
716,FDG21,17.35,Regular,0.14689586599999999,Seafood,149.605,18,2009,Medium,Tier 3,Supermarket Type2,3745.125,Missisauga,713443
717,NCQ38,16.35,Low Fat,0.013420878999999998,Others,104.82799999999999,18,2009,Medium,Tier 3,Supermarket Type2,1810.976,Missisauga,713443
718,FDN20,19.35,Low Fat,0.026181892999999998,Fruits and Vegetables,167.0474,46,1997,Small,Tier 1,Supermarket Type1,2358.2636,London,383822
719,NCN29,15.2,Low Fat,0.012184998999999998,Health and Hygiene,50.3034,17,2007,Small,Tier 2,Supermarket Type1,145.8102,Windsor,329144
720,FDI28,14.3,Low Fat,0.026428924,Frozen Foods,78.2302,18,2009,Medium,Tier 3,Supermarket Type2,554.6114,Missisauga,713443
721,FDA03,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.045243612999999995,Dairy,146.8102,27,1985,Medium,Tier 1,Supermarket Type3,3499.4448,Toronto,2731571
722,FDZ28,20.0,Regular,0.0,Frozen Foods,127.3678,46,1997,Small,Tier 1,Supermarket Type1,1780.3492,London,383822
723,FDO52,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.076790922,Frozen Foods,172.1106,27,1985,Medium,Tier 1,Supermarket Type3,2566.659,Toronto,2731571
724,FDU10,10.1,Regular,0.045950475,Snack Foods,38.2848,17,2007,Small,Tier 2,Supermarket Type1,1230.3984,Windsor,329144
725,FDP13,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.133673087,Canned,41.548,27,1985,Medium,Tier 1,Supermarket Type3,918.804,Toronto,2731571
726,FDV02,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.060252433,Dairy,170.7106,27,1985,Medium,Tier 1,Supermarket Type3,3079.9908,Toronto,2731571
727,FDS28,8.18,reg,0.08252970400000001,Frozen Foods,56.9588,49,1999,Medium,Tier 1,Supermarket Type1,744.3644,Hamilton,747545
728,FDW49,19.5,Low Fat,0.082552214,Canned,179.8002,46,1997,Small,Tier 1,Supermarket Type1,716.4008,London,383822
729,FDP33,18.7,Low Fat,0.08927225300000001,Snack Foods,254.7672,46,1997,Small,Tier 1,Supermarket Type1,5113.344,London,383822
730,FDJ03,12.35,Regular,0.072541731,Dairy,48.5692,45,2002,Small,Tier 1,Supermarket Type1,886.8456,Kingston,123798
731,FDQ51,16.0,Regular,0.017536671,Meat,45.5718,13,1987,High,Tier 2,Supermarket Type1,1039.9796,Brampton,593638
732,DRK23,8.395,Low Fat,0.072088552,Hard Drinks,253.704,49,1999,Medium,Tier 1,Supermarket Type1,4554.072,Hamilton,747545
733,FDU11,4.785,Low Fat,0.092781435,Breads,119.7098,45,2002,Small,Tier 1,Supermarket Type1,1807.6470000000002,Kingston,123798
734,NCK06,5.03,Low Fat,0.008644894,Household,122.6756,35,2004,Small,Tier 2,Supermarket Type1,2665.8632,Ottawa,1323783
735,FDY09,15.6,Low Fat,0.025342692000000003,Snack Foods,174.3054,17,2007,Small,Tier 2,Supermarket Type1,1751.0539999999999,Windsor,329144
736,NCY18,7.285,Low Fat,0.031145742999999997,Household,173.6054,35,2004,Small,Tier 2,Supermarket Type1,2626.5809999999997,Ottawa,1323783
737,FDA10,20.35,Low Fat,0.0,Snack Foods,120.9072,49,1999,Medium,Tier 1,Supermarket Type1,1470.0864,Hamilton,747545
738,FDO34,17.7,Low Fat,0.030108283,Snack Foods,165.9816,17,2007,Small,Tier 2,Supermarket Type1,4362.3216,Windsor,329144
739,FDE38,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.044391149000000005,Canned,164.3842,27,1985,Medium,Tier 1,Supermarket Type3,4476.1734,Toronto,2731571
740,FDF40,20.25,Regular,0.022639471,Dairy,248.4092,17,2007,Small,Tier 2,Supermarket Type1,2241.0828,Windsor,329144
741,FDY02,8.945,Regular,0.0,Dairy,264.791,17,2007,Small,Tier 2,Supermarket Type1,4733.838,Windsor,329144
742,FDS03,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.139419417,Meat,66.0826,19,1985,Small,Tier 2,Grocery Store,258.3304,Barrie,197059
743,FDB59,18.25,Low Fat,0.015278898999999999,Snack Foods,199.0084,46,1997,Small,Tier 1,Supermarket Type1,3174.5344,London,383822
744,NCQ42,20.35,Low Fat,0.039329257,Household,127.6678,49,1999,Medium,Tier 1,Supermarket Type1,2924.8594,Hamilton,747545
745,FDO15,16.75,Regular,0.008579863,Meat,72.3038,49,1999,Medium,Tier 1,Supermarket Type1,960.7494,Hamilton,747545
746,DRN47,12.1,Low Fat,0.028164527,Hard Drinks,178.166,10,1998,Small,Tier 3,Grocery Store,539.298,Waterloo,104986
747,FDA03,18.5,Regular,0.0,Dairy,144.2102,35,2004,Small,Tier 2,Supermarket Type1,2041.3428,Ottawa,1323783
748,FDA01,15.0,Regular,0.054367970999999994,Canned,58.5904,35,2004,Small,Tier 2,Supermarket Type1,996.0368,Ottawa,1323783
749,FDB38,19.5,Regular,0.027346699999999998,Canned,158.99200000000002,46,1997,Small,Tier 1,Supermarket Type1,1757.7120000000002,London,383822
750,FDT59,13.65,Low Fat,0.016001434,Breads,230.6668,17,2007,Small,Tier 2,Supermarket Type1,1842.9344,Windsor,329144
751,FDG08,13.15,Regular,0.165328057,Fruits and Vegetables,170.6764,35,2004,Small,Tier 2,Supermarket Type1,3435.528,Ottawa,1323783
752,FDV56,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.013529883999999999,Fruits and Vegetables,106.2596,27,1985,Medium,Tier 1,Supermarket Type3,1402.1748,Toronto,2731571
753,FDY26,20.6,reg,0.030510526,Dairy,211.4244,46,1997,Small,Tier 1,Supermarket Type1,7833.8028,London,383822
754,DRE13,6.28,Low Fat,0.027699862999999998,Soft Drinks,87.9198,35,2004,Small,Tier 2,Supermarket Type1,1221.0772,Ottawa,1323783
755,FDE51,5.925,Regular,0.09646733,Dairy,42.8086,46,1997,Small,Tier 1,Supermarket Type1,669.1289999999999,London,383822
756,FDL40,17.7,Low Fat,0.011636708,Frozen Foods,94.541,45,2002,Small,Tier 1,Supermarket Type1,1061.951,Kingston,123798
757,FDD50,18.85,Low Fat,0.141642219,Canned,168.1132,46,1997,Small,Tier 1,Supermarket Type1,2874.9244,London,383822
758,FDC04,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.044767800999999996,Dairy,241.8854,27,1985,Medium,Tier 1,Supermarket Type3,4592.0226,Toronto,2731571
759,FDN15,17.5,Low Fat,0.028009382000000003,Meat,141.718,10,1998,Small,Tier 3,Grocery Store,419.454,Waterloo,104986
760,FDC46,17.7,Low Fat,0.1164455,Snack Foods,182.8266,13,1987,High,Tier 2,Supermarket Type1,5163.9448,Brampton,593638
761,FDV56,16.1,Regular,0.013584408000000001,Fruits and Vegetables,107.7596,13,1987,High,Tier 2,Supermarket Type1,323.5788,Brampton,593638
762,FDK43,9.8,Low Fat,0.026950104,Meat,128.40200000000002,18,2009,Medium,Tier 3,Supermarket Type2,1265.02,Missisauga,713443
763,NCR29,7.565,Low Fat,0.054751689000000006,Health and Hygiene,54.793,45,2002,Small,Tier 1,Supermarket Type1,622.523,Kingston,123798
764,FDY03,17.6,Regular,0.076121831,Meat,111.7202,46,1997,Small,Tier 1,Supermarket Type1,1125.202,London,383822
765,FDU44,12.15,Regular,0.058516562,Fruits and Vegetables,164.1552,49,1999,Medium,Tier 1,Supermarket Type1,5198.5664,Hamilton,747545
766,FDZ04,9.31,low fat,0.037923509,Frozen Foods,61.651,13,1987,High,Tier 2,Supermarket Type1,379.506,Brampton,593638
767,FDU16,19.25,Regular,0.058365705999999996,Frozen Foods,82.1908,49,1999,Medium,Tier 1,Supermarket Type1,2432.8332,Hamilton,747545
768,FDV07,9.5,Low Fat,0.031346387,Fruits and Vegetables,110.7228,45,2002,Small,Tier 1,Supermarket Type1,1657.842,Kingston,123798
769,NCL19,15.35,Low Fat,0.015663185,Others,143.947,13,1987,High,Tier 2,Supermarket Type1,3006.087,Brampton,593638
770,FDW01,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.06375030200000001,Canned,153.4682,27,1985,Medium,Tier 1,Supermarket Type3,2287.0229999999997,Toronto,2731571
771,FDC10,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.07252476,Snack Foods,120.3098,27,1985,Medium,Tier 1,Supermarket Type3,1687.1372,Toronto,2731571
772,DRC12,17.85,Low Fat,0.038040837,Soft Drinks,189.1188,17,2007,Small,Tier 2,Supermarket Type1,3237.1196,Windsor,329144
